                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260508"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     130                                      631                  1.6381315174123013E+005                  4.0200275061342285E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999263899975E-001                  8.7176655449110618E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999263899975E-001                  8.7176655449110618E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9644601306856249E+000                  1.0852751760220863E-006                 -5.9644601306856249E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -5.9644601306856249E+000                  1.0852751760220863E-006                 -5.9644601306890443E+000                 -1.7068325949440922E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7222689900832453E+000                  2.0086317321082006E+000                  1.0824310467521077E+000                  2.9721755381349362E+000                  0.0000000000000000E+000                  1.3554178684381668E+001                 -1.1306248706068018E+000                  6.5539949014943248E+000                  6.2118344126785607E-001                  8.5000496627164102E-001                  1.2966429887689610E+000                  6.9999999999729667E-001                  2.7997020236474890E-001                  3.4468833607861358E-003                  9.3805276451495428E-003                  3.4468833607861453E-003                  9.3805276451495428E-003                  3.4999999999989417E+000                  1.3998510118237459E+000                                        0                                        4 
                                     135                                      631                  2.2818252612214733E+005                  4.0730934926129496E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999388899974E-001                  9.7271922033180680E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999388899974E-001                  9.7271922033180680E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1569987360953000E+000                  6.9662854146972135E-006                 -5.1569987360953009E+000                 -9.8999999999999986E+001                 -2.0470039705150718E+001                 -5.1569987360953000E+000                  6.9662854146972135E-006                 -5.1569987362684602E+000                 -1.4556337445018110E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7360255581028325E+000                  2.0722400603247535E+000                  1.0867220748212087E+000                  2.9635934819967340E+000                  0.0000000000000000E+000                  1.3912842967886839E+001                 -8.4838821476230553E-001                  6.6310056236807204E+000                  6.2116241657241245E-001                  8.5000496626606259E-001                  1.2966429887877182E+000                  6.9999999998056184E-001                  2.7997020236474890E-001                  3.4468833607861358E-003                  9.3805276451495428E-003                  3.4468833607861457E-003                  9.3805276451495428E-003                  3.4999999999919966E+000                  1.3998510118237459E+000                                        0                                        5 
                                     140                                      638                  2.9167433607196418E+005                  4.1096463319491692E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999576399989E-001                  9.9815169424569683E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999576399989E-001                  9.9815169424569683E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.4027291846745484E+000                  3.9561323782361981E-005                 -4.4027291846745484E+000                 -9.8999999999999986E+001                 -1.9691888454767074E+001                 -4.4027291846745484E+000                  3.9561323782361981E-005                 -4.4027291913646991E+000                 -1.2215077607191684E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7544025806492627E+000                  2.1546824235819897E+000                  1.0911892113569672E+000                  2.9546592089252175E+000                  0.0000000000000000E+000                  1.4257707265927795E+001                 -5.7939825014341539E-001                  6.7072873884618867E+000                  6.2114812138261444E-001                  8.5000496623528288E-001                  1.2966429888912172E+000                  6.9999999988822281E-001                  2.7997020236474895E-001                  3.4468833607861271E-003                  9.3805276451495445E-003                  3.4468833607861410E-003                  9.3805276451495410E-003                  3.4999999999516831E+000                  1.3998510118237459E+000                                        0                                        5 
                                     145                                      686                  3.5162618218978081E+005                  4.0700695694530618E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999779524995E-001                  9.9999867064359560E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999779524995E-001                  9.9999867064359560E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.7073109779779734E+000                  1.9619549095354315E-004                 -3.7073109779779734E+000                 -9.8999999999999986E+001                 -1.9566949718158774E+001                 -3.7073109779779734E+000                  1.9619549095354315E-004                 -3.7073111711759719E+000                 -1.0059092762149746E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7885448122687162E+000                  2.2437742930470574E+000                  1.0674506828505934E+000                  3.0021362659379647E+000                  0.0000000000000000E+000                  1.4588423394361064E+001                 -3.2293129611895954E-001                  6.7818340268975623E+000                  6.2113777551760230E-001                  8.5000496609209730E-001                  1.2966429893726874E+000                  6.9999999945866687E-001                  2.7997020236474945E-001                  3.4468833607850437E-003                  9.3805276451495445E-003                  3.4468833607861384E-003                  9.3805276451495393E-003                  3.4999999997579261E+000                  1.3998510118237459E+000                                        0                                        8 
                                     150                                      709                  3.9595836679267627E+005                  3.7171013313865302E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999994201399844E-001                  9.9999981623197032E-001                  9.9999999951400009E-001                  9.9999999218555691E-001                  9.9999994201399844E-001                  9.9999981623197032E-001                  9.9999999951400009E-001                  9.9999999218555691E-001                 -3.1796984199276159E+000                  6.6115240197513409E-004                 -3.1796984199276159E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.1796984199276159E+000                  6.6115240197513409E-004                 -3.1797008914353211E+000                 -8.4245219982356829E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8327218883849832E+000                  2.3330240838866274E+000                  1.0237214260378444E+000                  3.0895947795634626E+000                  0.0000000000000000E+000                  1.4845770475356399E+001                 -1.2497284387831382E-001                  6.8413746130905393E+000                  6.2113125613071651E-001                  8.5000496569959672E-001                  1.2966429906924903E+000                  6.9999999828117576E-001                  2.7997020236476461E-001                  3.4468833607475659E-003                  9.3805276451495497E-003                  3.4468833607861405E-003                  9.3805276451495393E-003                  3.4999999992161523E+000                  1.3998510118237473E+000                                        1                                        5 
                                     155                                      714                  4.3846742653416208E+005                  3.9771299048476298E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999996388899981E-001                  9.9999989298299863E-001                  9.9999999996712496E-001                  9.9999999737037382E-001                  9.9999996388899981E-001                  9.9999989298299863E-001                  9.9999999996712496E-001                  9.9999999737037382E-001                 -2.6446434055814616E+000                  2.2665045457116693E-003                 -2.6446434055814612E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.6446434055814616E+000                  2.2665045457116693E-003                 -2.6446762649919568E+000                 -6.7657843786422864E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8809387742420367E+000                  2.4356746460144514E+000                  9.7861293538765004E-001                  3.1798117608638519E+000                  0.0000000000000000E+000                  1.5109986018877265E+001                  7.5892142843813626E-002                  6.9047817910409650E+000                  6.2112567317719392E-001                  8.5000496443854301E-001                  1.2966429949326681E+000                  6.9999999449839256E-001                  2.7997020236523773E-001                  3.4468833590517054E-003                  9.3805276451498186E-003                  3.4468833607861405E-003                  9.3805276451495376E-003                  3.4999999974410247E+000                  1.3998510118238070E+000                                        1                                        5 
                                     160                                      727                  4.8049980633601383E+005                  3.8981067947227737E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998107649923E-001                  9.9999994368293454E-001                  1.0000000000000000E+000                  9.9999999878619250E-001                  9.9999998107649923E-001                  9.9999994368293454E-001                  1.0000000000000000E+000                  9.9999999878619250E-001                 -2.0795980912921053E+000                  8.3253386569619222E-003                 -2.0795980912921053E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0795980912921053E+000                  8.3253386569619222E-003                 -2.0800954616052061E+000                 -5.0209512043548745E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9347677889920369E+000                  2.5509267102477313E+000                  9.2858093800428976E-001                  3.2798757556305724E+000                  0.0000000000000000E+000                  1.5392556973958749E+001                  2.8830173181184476E-001                  6.9749057930156306E+000                  6.2112094428501263E-001                  8.5000496010897186E-001                  1.2966430094844075E+000                  6.9999998152455645E-001                  2.7997020238124787E-001                  3.4468832765976081E-003                  9.3805276451686681E-003                  3.4468833607861405E-003                  9.3805276451495376E-003                  3.4999999911997168E+000                  1.3998510118259198E+000                                        1                                        5 
                                     165                                      743                  5.1744841536482051E+005                  3.8505092944641381E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998982649985E-001                  9.9999996970246363E-001                  9.9999999975423415E-001                  9.9999999937212081E-001                  9.9999998982649985E-001                  9.9999996970246363E-001                  9.9999999975423415E-001                  9.9999999937212081E-001                 -1.5464685640833369E+000                  2.8413938486315345E-002                 -1.5464685640833371E+000                 -5.3969948203756339E+001                 -1.6857679757182947E+001                 -1.5464685640833369E+000                  2.8413938486315345E-002                 -1.5525157416927011E+000                 -3.4057202314957551E+000                 -5.3969948203756339E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9873604405978145E+000                  2.6574209474526986E+000                  8.7664275339521758E-001                  3.3837521248487166E+000                  0.0000000000000000E+000                  1.5659614319458088E+001                  4.8680597079959403E-001                  7.0433316991285437E+000                  6.2111744080731179E-001                  8.5000494713260477E-001                  1.2966430529424291E+000                  6.9999994305686075E-001                  2.7997020279967660E-001                  3.4468802502577211E-003                  9.3805276451241239E-003                  3.4468833607861397E-003                  9.3805276451495376E-003                  3.4999999722409072E+000                  1.3998510118833418E+000                                        1                                        4 
                                     170                                      745                  5.5122376785243291E+005                  3.8176226624055274E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999467024991E-001                  9.9999998395771095E-001                  9.9999999987025012E-001                  9.9999999968787545E-001                  9.9999999467024991E-001                  9.9999998395771095E-001                  9.9999999987025012E-001                  9.9999999968787545E-001                 -9.7723699886424098E-001                  1.0538116638327209E-001                 -9.7723699886424076E-001                 -4.9937742528916232E+001                 -9.8999999999999986E+001                 -9.7723699886424098E-001                  1.0538116638327209E-001                 -1.0346724986850124E+000                 -1.8842422075759757E+000                 -4.9937742528916232E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0390496879283395E+000                  2.7516370667824988E+000                  8.2037231839906688E-001                  3.4962929948410180E+000                  0.0000000000000000E+000                  1.5916384367519383E+001                  6.7551485320507576E-001                  7.1111792161142136E+000                  6.2111456290127476E-001                  8.5000490314216404E-001                  1.2966431969613106E+000                  6.9999982340726929E-001                  2.7997021208285361E-001                  3.4467880855096498E-003                  9.3805276410532101E-003                  3.4468833607861397E-003                  9.3805276451495376E-003                  3.4999999154057972E+000                  1.3998510132058537E+000                                        1                                        3 
                                     175                                      764                  5.8321912711686234E+005                  3.8006445522302563E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999735579681E-001                  9.9999999174082643E-001                  9.9999999993978161E-001                  9.9999999985644139E-001                  9.9999999735579681E-001                  9.9999999174082643E-001                  9.9999999993978161E-001                  9.9999999985644139E-001                 -1.3976809783176855E-001                  7.2482289368402053E-001                 -1.3976809783176855E-001                 -4.6138316118452337E+001                 -9.8999999999999986E+001                 -1.3976809783176855E-001                  7.2482289368402053E-001                 -4.3760114459563304E-001                 -4.4401875055545192E-001                 -4.6138316118452337E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0897745696578474E+000                  2.8313134817600485E+000                  7.5876076242882684E-001                  3.6195161067814983E+000                  0.0000000000000000E+000                  1.6164387216586338E+001                  8.5618440893049841E-001                  7.1782294360258154E+000                  6.2111201061935695E-001                  8.5000460073271422E-001                  1.2966441393655195E+000                  6.9999920195103216E-001                  2.7997038925358586E-001                  3.4444217006616407E-003                  9.3805274491957896E-003                  3.4468833607861397E-003                  9.3805276451495376E-003                  3.4999997149511772E+000                  1.3998510398656405E+000                                        1                                        3 
                                     180                                      800                  6.1842787525677995E+005                  3.8570466228593352E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999876302348E-001                  9.9999999614719992E-001                  9.9999999997509381E-001                  9.9999999995033062E-001                  9.9999999876302348E-001                  9.9999999614719992E-001                  9.9999999997509381E-001                  9.9999999995033062E-001                  1.1758029045773806E+000                  1.4990043894748682E+001                  1.1758029045773803E+000                 -4.2111295978769625E+001                 -1.4750469787535078E+001                  1.1758029045773806E+000                  1.4990043894748682E+001                  4.9978425593358483E-001                  1.0729603957810046E+000                 -4.2111295978769625E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.7888841955188030E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1445608615925833E+000                  2.8980561445874216E+000                  6.8255950997304082E-001                  3.7719186116930703E+000                  0.0000000000000000E+000                  1.6430736677110620E+001                  1.0454072478558043E+000                  7.2548441279650699E+000                  6.2111568729488253E-001                  8.4999721964018293E-001                  1.2966673635233272E+000                  6.9998584630658356E-001                  2.7997418566552312E-001                  3.3617387619344200E-003                  9.3805143657105326E-003                  3.4468833607861405E-003                  9.3805276451495376E-003                  3.4999975400947805E+000                  1.3998517000508577E+000                                        1                                        3 
                                     185                                      834                  6.5800533730222238E+005                  3.9733097591616424E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  2.2818577670767126E-001                  4.3686805856014033E-002                  7.8184296118874452E-008                  9.9999999945540630E-001                  9.9999999828170083E-001                  4.3686805856014033E-002                  7.8184296118874452E-008                  9.9999999945540630E-001                  9.9999999828170083E-001                  2.4432646347268947E+000                  2.7750105255261451E+002                  2.4432646347268947E+000                 -3.8073262708794793E+001                 -9.8999999999999986E+001                  2.4432646347268947E+000                  2.7750105255261451E+002                  1.2465298258734951E+000                  2.4147390721291697E+000                 -3.8073262708794793E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2551266147404901E+032                  1.6947593521627688E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1916642329927800E+000                  2.9140393292708984E+000                  5.9634435951438536E-001                  3.9443489126103812E+000                  0.0000000000000000E+000                  1.6629927623162025E+001                  1.1545174336261190E+000                  7.3420039972624584E+000                  6.1968902712356289E-001                  8.4991497069883859E-001                  1.2969378752427603E+000                  6.9982631981965882E-001                  2.7998875161613068E-001                  2.4022358803334879E-003                  9.3801749791206264E-003                  3.4468833607861405E-003                  9.3805276451495376E-003                  3.4999425961422630E+000                  1.3998592068653688E+000                                        1                                        5 
                                     190                                      866                  7.4198175171299593E+005                  4.3692159893997662E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  1.1679774883304250E+000                  2.3327606694608072E-001                  7.8184295896829847E-008                  9.9999999972591358E-001                  9.9999999914389381E-001                  2.3327606694608072E-001                  7.8184295896829847E-008                  9.9999999972591358E-001                  9.9999999914389381E-001                  2.6538434586594759E+000                  4.5065423705224180E+002                  2.6538434586594759E+000                 -3.6495757816449867E+001                 -9.8999999999999986E+001                  2.6538434586594759E+000                  4.5065423705224180E+002                  1.2071573142976992E+000                  2.6380317043301069E+000                 -3.6495757816449867E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.4264499918314539E+032                  1.8545029670427022E+033                  2.3821120464318329E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4043399766091418E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1970377516655404E+000                  2.7531583572543035E+000                  5.0515683616056850E-001                  4.1267239593180145E+000                  0.0000000000000000E+000                  1.6670184385306673E+001                  1.1561650675566815E+000                  7.3773531871587608E+000                  6.1740051616389346E-001                  8.4979100492650761E-001                  1.2973472839490834E+000                  6.9958020512012131E-001                  2.8000718917602613E-001                  1.0024001804498589E-003                  9.3787487794010568E-003                  3.4468833607861405E-003                  9.3805276451495376E-003                  3.4994983927602288E+000                  1.3998961845974351E+000                                        1                                        5 
                                     195                                      897                  9.0509682468309521E+005                  4.5581807235236758E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  8.4059401127140310E-001                  1.6742030198504676E-001                  7.8184295785807545E-008                  9.9999999986595289E-001                  9.9999999957186581E-001                  1.6742030198504676E-001                  7.8184295785807545E-008                  9.9999999986595289E-001                  9.9999999957186581E-001                  2.7249865041850776E+000                  5.3086794711398261E+002                  2.7249865041850776E+000                 -3.3750524856202624E+001                 -9.8999999999999986E+001                  2.7249865041850776E+000                  5.3086794711398261E+002                  1.3732464001342253E+000                  2.7052218576185370E+000                 -3.3750524856202624E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5103602865134952E+032                  3.6534610723560234E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2352308475994054E+000                  2.7647471162770980E+000                  4.3456502380423417E-001                  4.2679075840306835E+000                  0.0000000000000000E+000                  1.6892012659225578E+001                  1.3217790417067758E+000                  7.4334113840938523E+000                  6.1738685880450583E-001                  8.4946010523796744E-001                  1.2982462928271925E+000                  6.9891991305163748E-001                  2.8051932398211288E-001                  4.3426362979181936E-005                  9.3215505282633511E-003                  3.4468833607861405E-003                  9.3805276451495376E-003                  3.4987984509446362E+000                  1.4003616174710007E+000                                        1                                        5 
                                     197                                      893                  1.0005487406857109E+006                  4.7165432156189251E+000                  5.0000000000000000E+000                  3.3997475914696686E+001                 -9.8999999999999986E+001                  1.0045840192920328E+000                  1.9697522793585631E-001                  7.8184295785807545E-008                  9.9999999987435129E-001                  9.9999999960932184E-001                  1.9697522793585631E-001                  7.8184295785807545E-008                  9.9999999987435129E-001                  9.9999999960932184E-001                  2.7352278486980146E+000                  5.4353541767543516E+002                  2.7352278486980146E+000                 -3.3681064538383083E+001                 -9.8999999999999986E+001                  2.7352278486980146E+000                  5.4353541767543516E+002                  1.3510624524879264E+000                  2.7169155487780872E+000                 -3.3681064538383083E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.7966656974030260E+032                  1.9491968518545860E+033                  2.0378357490489872E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.6317059167077767E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2323519765460045E+000                  2.7361173875395002E+000                  4.2600790154223717E-001                  4.2850218285546768E+000                  0.0000000000000000E+000                  1.6889123056149430E+001                  1.3172841644205113E+000                  7.4349834471429590E+000                  6.1757215816188193E-001                  8.4926513512382384E-001                  1.2987369785843739E+000                  6.9852996947397517E-001                  2.8091499868099146E-001                  4.3862378920507812E-005                  9.2762025281277159E-003                  3.4468833607861405E-003                  9.3805276451495376E-003                  3.4982634335629261E+000                  1.4008448598223548E+000                                        1                                        5 
